f f_max loop_dur mc_sweeps min_h avg_h 
1+1E0.235094 1+1E-11 0.005218 10000 1961 2000.000000
1+1E-0.187942 1+1E-11 0.005385 10000 1983 2000.000000
1+1E-0.546643 1+1E-11 0.005639 10000 1979 2000.000000
1+1E-0.875664 1+1E-11 0.005717 10000 1977 2000.000000
1+1E-1.190478 1+1E-11 0.005739 10000 1976 2000.000000
1+1E-1.498346 1+1E-11 0.005706 10000 1925 2000.000000
1+1E-1.802783 1+1E-11 0.005690 10000 1954 2000.000000
1+1E-2.105512 1+1E-11 0.011367 20000 3813 4000.000000
1+1E-2.407391 1+1E-11 0.005671 10000 1817 2000.000000
1+1E-2.708846 1+1E-11 0.005646 10000 1861 2000.000000
1+1E-3.010088 1+1E-11 0.011250 20000 3803 4000.000000
1+1E-3.311224 1+1E-11 0.011209 20000 3669 4000.000000
1+1E-3.612307 1+1E-11 0.005623 10000 1817 2000.000000
1+1E-3.913363 1+1E-11 0.016821 30000 5448 6000.000000
1+1E-4.214407 1+1E-11 0.028268 50000 9023 10000.000000
1+1E-4.515443 1+1E-11 0.011311 20000 3672 4000.000000
1+1E-4.816477 1+1E-11 0.011276 20000 3688 4000.000000
1+1E-5.117508 1+1E-11 0.011316 20000 3637 4000.000000
1+1E-5.418539 1+1E-11 0.016929 30000 5495 6000.000000
1+1E-5.719570 1+1E-11 0.011304 20000 3610 4000.000000
1+1E-6.020600 1+1E-11 0.022597 40000 7326 8000.000000
1+1E-6.321630 1+1E-11 0.016892 30000 5519 6000.000000
1+1E-6.622660 1+1E-11 0.016889 30000 5436 6000.000000
1+1E-6.923690 1+1E-11 0.039314 70000 12821 14000.000000
1+1E-7.224720 1+1E-11 0.011216 20000 3686 4000.000000
1+1E-7.525750 1+1E-11 0.011259 20000 3692 4000.000000
1+1E-7.826780 1+1E-11 0.022398 40000 7265 8000.000000
1+1E-8.127810 1+1E-11 0.011219 20000 3762 4000.000000
1+1E-8.428840 1+1E-11 0.022574 40000 7350 8000.000000
1+1E-8.729870 1+1E-11 0.029171 50000 9330 10000.000000
1+1E-9.030900 1+1E-11 0.022970 40000 7224 8000.000000
1+1E-9.331930 1+1E-11 0.075623 100000 18001 20000.000000
1+1E-9.632960 1+1E-11 0.028265 50000 9031 10000.000000
1+1E-9.933990 1+1E-11 0.016772 30000 5545 6000.000000
1+1E-10.235020 1+1E-11 0.106341 190000 34408 38000.000000
1+1E-10.536050 1+1E-11 0.033455 60000 10862 12000.000000
1+1E-10.837080 1+1E-11 0.011128 20000 3661 4000.000000
0.695436
