f f_max loop_dur mc_sweeps min_h avg_h 
1+1E0.235094 1+1E-4 0.005614 10000 1981 2000.000000
1+1E-0.187942 1+1E-4 0.005713 10000 1965 2000.000000
1+1E-0.546643 1+1E-4 0.005840 10000 1983 2000.000000
1+1E-0.875664 1+1E-4 0.005846 10000 1975 2000.000000
1+1E-1.190478 1+1E-4 0.005864 10000 1974 2000.000000
1+1E-1.498346 1+1E-4 0.005872 10000 1954 2000.000000
1+1E-1.802783 1+1E-4 0.005830 10000 1918 2000.000000
1+1E-2.105512 1+1E-4 0.005784 10000 1929 2000.000000
1+1E-2.407391 1+1E-4 0.005801 10000 1909 2000.000000
1+1E-2.708846 1+1E-4 0.017350 30000 5778 6000.000000
1+1E-3.010088 1+1E-4 0.017406 30000 5743 6000.000000
1+1E-3.311224 1+1E-4 0.029147 50000 9576 10000.000000
1+1E-3.612307 1+1E-4 0.047196 80000 15250 16000.000000
1+1E-3.913363 1+1E-4 0.041102 70000 13370 14000.000000
0.204529
