f f_max loop_dur mc_sweeps min_h avg_h 
1+1E0.235094 1+1E-8 0.005360 10000 1971 2000.000000
1+1E-0.187942 1+1E-8 0.005498 10000 1982 2000.000000
1+1E-0.546643 1+1E-8 0.005779 10000 1971 2000.000000
1+1E-0.875664 1+1E-8 0.005927 10000 1966 2000.000000
1+1E-1.190478 1+1E-8 0.005864 10000 1951 2000.000000
1+1E-1.498346 1+1E-8 0.005862 10000 1957 2000.000000
1+1E-1.802783 1+1E-8 0.005842 10000 1952 2000.000000
1+1E-2.105512 1+1E-8 0.005852 10000 1907 2000.000000
1+1E-2.407391 1+1E-8 0.011618 20000 3860 4000.000000
1+1E-2.708846 1+1E-8 0.017278 30000 5773 6000.000000
1+1E-3.010088 1+1E-8 0.011689 20000 3794 4000.000000
1+1E-3.311224 1+1E-8 0.018088 30000 5415 6000.000000
1+1E-3.612307 1+1E-8 0.018028 30000 5684 6000.000000
1+1E-3.913363 1+1E-8 0.011889 20000 3690 4000.000000
1+1E-4.214407 1+1E-8 0.024050 40000 7554 8000.000000
1+1E-4.515443 1+1E-8 0.017968 30000 5468 6000.000000
1+1E-4.816477 1+1E-8 0.011848 20000 3615 4000.000000
1+1E-5.117508 1+1E-8 0.011991 20000 3663 4000.000000
1+1E-5.418539 1+1E-8 0.034871 60000 10902 12000.000000
1+1E-5.719570 1+1E-8 0.069712 120000 22086 24000.000000
1+1E-6.020600 1+1E-8 0.035720 60000 11113 12000.000000
1+1E-6.321630 1+1E-8 0.011838 20000 3664 4000.000000
1+1E-6.622660 1+1E-8 0.023753 40000 7243 8000.000000
1+1E-6.923690 1+1E-8 0.042827 70000 12691 14000.000000
1+1E-7.224720 1+1E-8 0.041725 70000 13070 14000.000000
1+1E-7.525750 1+1E-8 0.052173 90000 16391 18000.000000
1+1E-7.826780 1+1E-8 0.023851 40000 7359 8000.000000
0.537277
