f f_max loop_dur mc_sweeps min_h avg_h 
1+1E0.235094 1+1E-10 0.006721 10000 1949 2000.000000
1+1E-0.187942 1+1E-10 0.007126 10000 1982 2000.000000
1+1E-0.546643 1+1E-10 0.007531 10000 1981 2000.000000
1+1E-0.875664 1+1E-10 0.007177 10000 1976 2000.000000
1+1E-1.190478 1+1E-10 0.007376 10000 1966 2000.000000
1+1E-1.498346 1+1E-10 0.007226 10000 1965 2000.000000
1+1E-1.802783 1+1E-10 0.007512 10000 1949 2000.000000
1+1E-2.105512 1+1E-10 0.007407 10000 1924 2000.000000
1+1E-2.407391 1+1E-10 0.007371 10000 1823 2000.000000
1+1E-2.708846 1+1E-10 0.006956 10000 1818 2000.000000
1+1E-3.010088 1+1E-10 0.014627 20000 3763 4000.000000
1+1E-3.311224 1+1E-10 0.006969 10000 1801 2000.000000
1+1E-3.612307 1+1E-10 0.021741 30000 5502 6000.000000
1+1E-3.913363 1+1E-10 0.014522 20000 3618 4000.000000
1+1E-4.214407 1+1E-10 0.043661 60000 11080 12000.000000
1+1E-4.515443 1+1E-10 0.052743 70000 12603 14000.000000
1+1E-4.816477 1+1E-10 0.030172 40000 7364 8000.000000
1+1E-5.117508 1+1E-10 0.007657 10000 1822 2000.000000
1+1E-5.418539 1+1E-10 0.052375 70000 12848 14000.000000
1+1E-5.719570 1+1E-10 0.022368 30000 5560 6000.000000
1+1E-6.020600 1+1E-10 0.023051 30000 5513 6000.000000
1+1E-6.321630 1+1E-10 0.022925 30000 5443 6000.000000
1+1E-6.622660 1+1E-10 0.022127 30000 5444 6000.000000
1+1E-6.923690 1+1E-10 0.074186 100000 18357 20000.000000
1+1E-7.224720 1+1E-10 0.029175 40000 7372 8000.000000
1+1E-7.525750 1+1E-10 0.022067 30000 5559 6000.000000
1+1E-7.826780 1+1E-10 0.045489 60000 10835 12000.000000
1+1E-8.127810 1+1E-10 0.015788 20000 3619 4000.000000
1+1E-8.428840 1+1E-10 0.037628 50000 9105 10000.000000
1+1E-8.729870 1+1E-10 0.022704 30000 5481 6000.000000
1+1E-9.030900 1+1E-10 0.030566 40000 7222 8000.000000
1+1E-9.331930 1+1E-10 0.044292 60000 10965 12000.000000
1+1E-9.632960 1+1E-10 0.022108 30000 5467 6000.000000
1+1E-9.933990 1+1E-10 0.021364 30000 5496 6000.000000
0.773312
