run: 68 | L: 4 | f_final: 1+1E-8 | flatness: 80 | dim: 2D | lattice: SS
Fri Jun 18 15:12:07 2021 | f: 1+1E0.235094/1+1E-8 | sweeps: 10000 | flat time: 0.005326s
Fri Jun 18 15:12:07 2021 | f: 1+1E-0.187942/1+1E-8 | sweeps: 10000 | flat time: 0.005471s
Fri Jun 18 15:12:07 2021 | f: 1+1E-0.546643/1+1E-8 | sweeps: 10000 | flat time: 0.005731s
Fri Jun 18 15:12:07 2021 | f: 1+1E-0.875664/1+1E-8 | sweeps: 10000 | flat time: 0.005839s
Fri Jun 18 15:12:07 2021 | f: 1+1E-1.190478/1+1E-8 | sweeps: 10000 | flat time: 0.005843s
Fri Jun 18 15:12:07 2021 | f: 1+1E-1.498346/1+1E-8 | sweeps: 10000 | flat time: 0.005834s
Fri Jun 18 15:12:07 2021 | f: 1+1E-1.802783/1+1E-8 | sweeps: 10000 | flat time: 0.005843s
Fri Jun 18 15:12:07 2021 | f: 1+1E-2.105512/1+1E-8 | sweeps: 10000 | flat time: 0.005819s
Fri Jun 18 15:12:07 2021 | f: 1+1E-2.407391/1+1E-8 | sweeps: 10000 | flat time: 0.005786s
Fri Jun 18 15:12:07 2021 | f: 1+1E-2.708846/1+1E-8 | sweeps: 10000 | flat time: 0.005770s
Fri Jun 18 15:12:07 2021 | f: 1+1E-3.010088/1+1E-8 | sweeps: 10000 | flat time: 0.005761s
Fri Jun 18 15:12:07 2021 | f: 1+1E-3.311224/1+1E-8 | sweeps: 10000 | flat time: 0.005788s
Fri Jun 18 15:12:07 2021 | f: 1+1E-3.612307/1+1E-8 | sweeps: 10000 | flat time: 0.005782s
Fri Jun 18 15:12:07 2021 | f: 1+1E-3.913363/1+1E-8 | sweeps: 10000 | flat time: 0.005780s
Fri Jun 18 15:12:07 2021 | f: 1+1E-4.214407/1+1E-8 | sweeps: 10000 | flat time: 0.005814s
Fri Jun 18 15:12:07 2021 | f: 1+1E-4.515443/1+1E-8 | sweeps: 30000 | flat time: 0.017915s
Fri Jun 18 15:12:07 2021 | f: 1+1E-4.816477/1+1E-8 | sweeps: 10000 | flat time: 0.006089s
Fri Jun 18 15:12:07 2021 | f: 1+1E-5.117508/1+1E-8 | sweeps: 10000 | flat time: 0.005869s
Fri Jun 18 15:12:07 2021 | f: 1+1E-5.418539/1+1E-8 | sweeps: 10000 | flat time: 0.005936s
Fri Jun 18 15:12:07 2021 | f: 1+1E-5.719570/1+1E-8 | sweeps: 10000 | flat time: 0.005846s
Fri Jun 18 15:12:07 2021 | f: 1+1E-6.020600/1+1E-8 | sweeps: 10000 | flat time: 0.005846s
Fri Jun 18 15:12:07 2021 | f: 1+1E-6.321630/1+1E-8 | sweeps: 10000 | flat time: 0.005931s
Fri Jun 18 15:12:07 2021 | f: 1+1E-6.622660/1+1E-8 | sweeps: 20000 | flat time: 0.011739s
Fri Jun 18 15:12:07 2021 | f: 1+1E-6.923690/1+1E-8 | sweeps: 10000 | flat time: 0.005941s
Fri Jun 18 15:12:07 2021 | f: 1+1E-7.224720/1+1E-8 | sweeps: 20000 | flat time: 0.011965s
Fri Jun 18 15:12:07 2021 | f: 1+1E-7.525750/1+1E-8 | sweeps: 10000 | flat time: 0.005922s
Fri Jun 18 15:12:07 2021 | f: 1+1E-7.826780/1+1E-8 | sweeps: 10000 | flat time: 0.005879s
