f f_max loop_dur mc_sweeps min_h avg_h 
1+1E0.235094 1+1E-8 0.005183 10000 1960 2000.000000
1+1E-0.187942 1+1E-8 0.005273 10000 1985 2000.000000
1+1E-0.546643 1+1E-8 0.005504 10000 1985 2000.000000
1+1E-0.875664 1+1E-8 0.005624 10000 1978 2000.000000
1+1E-1.190478 1+1E-8 0.005633 10000 1968 2000.000000
1+1E-1.498346 1+1E-8 0.005639 10000 1950 2000.000000
1+1E-1.802783 1+1E-8 0.005643 10000 1839 2000.000000
1+1E-2.105512 1+1E-8 0.005646 10000 1812 2000.000000
1+1E-2.407391 1+1E-8 0.011168 20000 3811 4000.000000
1+1E-2.708846 1+1E-8 0.011044 20000 3812 4000.000000
1+1E-3.010088 1+1E-8 0.005520 10000 1825 2000.000000
1+1E-3.311224 1+1E-8 0.016598 30000 5465 6000.000000
1+1E-3.612307 1+1E-8 0.011307 20000 3693 4000.000000
1+1E-3.913363 1+1E-8 0.044250 80000 14582 16000.000000
1+1E-4.214407 1+1E-8 0.022013 40000 7289 8000.000000
1+1E-4.515443 1+1E-8 0.021994 40000 7301 8000.000000
1+1E-4.816477 1+1E-8 0.021933 40000 7262 8000.000000
1+1E-5.117508 1+1E-8 0.016653 30000 5483 6000.000000
1+1E-5.418539 1+1E-8 0.022197 40000 7230 8000.000000
1+1E-5.719570 1+1E-8 0.016658 30000 5650 6000.000000
1+1E-6.020600 1+1E-8 0.016604 30000 5421 6000.000000
1+1E-6.321630 1+1E-8 0.011009 20000 3746 4000.000000
1+1E-6.622660 1+1E-8 0.011016 20000 3661 4000.000000
1+1E-6.923690 1+1E-8 0.011009 20000 3604 4000.000000
1+1E-7.224720 1+1E-8 0.016621 30000 5495 6000.000000
1+1E-7.525750 1+1E-8 0.011098 20000 3626 4000.000000
1+1E-7.826780 1+1E-8 0.027567 50000 9053 10000.000000
0.370577
