f f_max loop_dur mc_sweeps min_h avg_h 
1+1E0.235094 1+1E-4 0.005508 10000 1953 2000.000000
1+1E-0.187942 1+1E-4 0.005902 10000 1985 2000.000000
1+1E-0.546643 1+1E-4 0.006034 10000 1985 2000.000000
1+1E-0.875664 1+1E-4 0.006092 10000 1973 2000.000000
1+1E-1.190478 1+1E-4 0.006293 10000 1974 2000.000000
1+1E-1.498346 1+1E-4 0.006210 10000 1960 2000.000000
1+1E-1.802783 1+1E-4 0.005909 10000 1942 2000.000000
1+1E-2.105512 1+1E-4 0.008709 10000 1914 2000.000000
1+1E-2.407391 1+1E-4 0.005853 10000 1919 2000.000000
1+1E-2.708846 1+1E-4 0.006204 10000 1803 2000.000000
1+1E-3.010088 1+1E-4 0.005948 10000 1803 2000.000000
1+1E-3.311224 1+1E-4 0.023837 40000 7446 8000.000000
1+1E-3.612307 1+1E-4 0.019045 30000 5478 6000.000000
1+1E-3.913363 1+1E-4 0.019602 30000 5539 6000.000000
0.13146
