f f_max loop_dur mc_sweeps min_h avg_h 
1+1E0.235094 1+1E-9 0.005226 10000 1972 2000.000000
1+1E-0.187942 1+1E-9 0.005480 10000 1984 2000.000000
1+1E-0.546643 1+1E-9 0.005746 10000 1983 2000.000000
1+1E-0.875664 1+1E-9 0.005706 10000 1955 2000.000000
1+1E-1.190478 1+1E-9 0.005760 10000 1959 2000.000000
1+1E-1.498346 1+1E-9 0.005952 10000 1968 2000.000000
1+1E-1.802783 1+1E-9 0.005719 10000 1940 2000.000000
1+1E-2.105512 1+1E-9 0.005679 10000 1857 2000.000000
1+1E-2.407391 1+1E-9 0.005699 10000 1842 2000.000000
1+1E-2.708846 1+1E-9 0.005650 10000 1812 2000.000000
1+1E-3.010088 1+1E-9 0.005806 10000 1801 2000.000000
1+1E-3.311224 1+1E-9 0.005652 10000 1875 2000.000000
1+1E-3.612307 1+1E-9 0.011209 20000 3608 4000.000000
1+1E-3.913363 1+1E-9 0.022680 40000 7313 8000.000000
1+1E-4.214407 1+1E-9 0.022664 40000 7371 8000.000000
1+1E-4.515443 1+1E-9 0.005615 10000 1801 2000.000000
1+1E-4.816477 1+1E-9 0.011295 20000 3686 4000.000000
1+1E-5.117508 1+1E-9 0.011560 20000 3698 4000.000000
1+1E-5.418539 1+1E-9 0.022965 40000 7259 8000.000000
1+1E-5.719570 1+1E-9 0.017519 30000 5432 6000.000000
1+1E-6.020600 1+1E-9 0.046070 80000 14453 16000.000000
1+1E-6.321630 1+1E-9 0.017179 30000 5526 6000.000000
1+1E-6.622660 1+1E-9 0.028943 50000 9366 10000.000000
1+1E-6.923690 1+1E-9 0.017367 30000 5465 6000.000000
1+1E-7.224720 1+1E-9 0.023300 40000 7604 8000.000000
1+1E-7.525750 1+1E-9 0.017596 30000 5525 6000.000000
1+1E-7.826780 1+1E-9 0.017487 30000 5456 6000.000000
1+1E-8.127810 1+1E-9 0.012327 20000 3721 4000.000000
1+1E-8.428840 1+1E-9 0.017354 30000 5479 6000.000000
1+1E-8.729870 1+1E-9 0.023029 40000 7312 8000.000000
0.414617
