f f_max loop_dur mc_sweeps min_h avg_h 
1+1E0.235094 1+1E-9 0.005258 10000 1960 2000.000000
1+1E-0.187942 1+1E-9 0.005376 10000 1986 2000.000000
1+1E-0.546643 1+1E-9 0.005610 10000 1980 2000.000000
1+1E-0.875664 1+1E-9 0.005634 10000 1977 2000.000000
1+1E-1.190478 1+1E-9 0.005675 10000 1971 2000.000000
1+1E-1.498346 1+1E-9 0.005736 10000 1941 2000.000000
1+1E-1.802783 1+1E-9 0.005674 10000 1945 2000.000000
1+1E-2.105512 1+1E-9 0.005672 10000 1912 2000.000000
1+1E-2.407391 1+1E-9 0.005616 10000 1881 2000.000000
1+1E-2.708846 1+1E-9 0.005588 10000 1844 2000.000000
1+1E-3.010088 1+1E-9 0.011146 20000 3714 4000.000000
1+1E-3.311224 1+1E-9 0.016794 30000 5503 6000.000000
1+1E-3.612307 1+1E-9 0.011183 20000 3602 4000.000000
1+1E-3.913363 1+1E-9 0.016785 30000 5523 6000.000000
1+1E-4.214407 1+1E-9 0.027924 50000 9066 10000.000000
1+1E-4.515443 1+1E-9 0.016762 30000 5461 6000.000000
1+1E-4.816477 1+1E-9 0.201041 360000 65116 72000.000000
1+1E-5.117508 1+1E-9 0.011091 20000 3615 4000.000000
1+1E-5.418539 1+1E-9 0.005516 10000 1803 2000.000000
1+1E-5.719570 1+1E-9 0.033486 60000 10899 12000.000000
1+1E-6.020600 1+1E-9 0.011140 20000 3646 4000.000000
1+1E-6.321630 1+1E-9 0.005566 10000 1826 2000.000000
1+1E-6.622660 1+1E-9 0.011128 20000 3634 4000.000000
1+1E-6.923690 1+1E-9 0.016809 30000 5559 6000.000000
1+1E-7.224720 1+1E-9 0.011106 20000 3670 4000.000000
1+1E-7.525750 1+1E-9 0.022185 40000 7338 8000.000000
1+1E-7.826780 1+1E-9 0.011112 20000 3643 4000.000000
1+1E-8.127810 1+1E-9 0.038941 70000 12896 14000.000000
1+1E-8.428840 1+1E-9 0.022227 40000 7355 8000.000000
1+1E-8.729870 1+1E-9 0.022240 40000 7210 8000.000000
0.580211
