f f_max loop_dur mc_sweeps min_h avg_h 
1+1E0.235094 1+1E-9 0.005351 10000 1964 2000.000000
1+1E-0.187942 1+1E-9 0.005472 10000 1983 2000.000000
1+1E-0.546643 1+1E-9 0.005801 10000 1967 2000.000000
1+1E-0.875664 1+1E-9 0.005849 10000 1940 2000.000000
1+1E-1.190478 1+1E-9 0.005899 10000 1952 2000.000000
1+1E-1.498346 1+1E-9 0.005834 10000 1965 2000.000000
1+1E-1.802783 1+1E-9 0.005839 10000 1935 2000.000000
1+1E-2.105512 1+1E-9 0.005796 10000 1888 2000.000000
1+1E-2.407391 1+1E-9 0.005873 10000 1887 2000.000000
1+1E-2.708846 1+1E-9 0.011554 20000 3822 4000.000000
1+1E-3.010088 1+1E-9 0.005809 10000 1814 2000.000000
1+1E-3.311224 1+1E-9 0.017323 30000 5673 6000.000000
1+1E-3.612307 1+1E-9 0.023178 40000 7257 8000.000000
1+1E-3.913363 1+1E-9 0.011619 20000 3694 4000.000000
1+1E-4.214407 1+1E-9 0.017221 30000 5631 6000.000000
1+1E-4.515443 1+1E-9 0.034616 60000 10899 12000.000000
1+1E-4.816477 1+1E-9 0.011548 20000 3644 4000.000000
1+1E-5.117508 1+1E-9 0.017410 30000 5585 6000.000000
1+1E-5.418539 1+1E-9 0.011847 20000 3618 4000.000000
1+1E-5.719570 1+1E-9 0.011843 20000 3692 4000.000000
1+1E-6.020600 1+1E-9 0.028840 50000 9033 10000.000000
1+1E-6.321630 1+1E-9 0.011501 20000 3666 4000.000000
1+1E-6.622660 1+1E-9 0.028655 50000 9265 10000.000000
1+1E-6.923690 1+1E-9 0.011454 20000 3664 4000.000000
1+1E-7.224720 1+1E-9 0.023007 40000 7375 8000.000000
1+1E-7.525750 1+1E-9 0.034572 60000 10857 12000.000000
1+1E-7.826780 1+1E-9 0.017184 30000 5433 6000.000000
1+1E-8.127810 1+1E-9 0.017302 30000 5459 6000.000000
1+1E-8.428840 1+1E-9 0.011564 20000 3635 4000.000000
1+1E-8.729870 1+1E-9 0.034577 60000 11240 12000.000000
0.444546
