f f_max loop_dur mc_sweeps min_h avg_h 
1+1E0.235094 1+1E-11 0.005506 10000 1982 2000.000000
1+1E-0.187942 1+1E-11 0.005731 10000 1981 2000.000000
1+1E-0.546643 1+1E-11 0.005851 10000 1977 2000.000000
1+1E-0.875664 1+1E-11 0.006004 10000 1964 2000.000000
1+1E-1.190478 1+1E-11 0.006014 10000 1931 2000.000000
1+1E-1.498346 1+1E-11 0.005963 10000 1965 2000.000000
1+1E-1.802783 1+1E-11 0.005913 10000 1858 2000.000000
1+1E-2.105512 1+1E-11 0.005798 10000 1876 2000.000000
1+1E-2.407391 1+1E-11 0.005778 10000 1857 2000.000000
1+1E-2.708846 1+1E-11 0.005758 10000 1758 2000.000000
1+1E-3.010088 1+1E-11 0.005749 10000 1686 2000.000000
1+1E-3.311224 1+1E-11 0.005748 10000 1729 2000.000000
1+1E-3.612307 1+1E-11 0.005780 10000 1721 2000.000000
1+1E-3.913363 1+1E-11 0.005785 10000 1684 2000.000000
1+1E-4.214407 1+1E-11 0.005768 10000 1666 2000.000000
1+1E-4.515443 1+1E-11 0.011563 20000 3449 4000.000000
1+1E-4.816477 1+1E-11 0.011412 20000 3437 4000.000000
1+1E-5.117508 1+1E-11 0.005732 10000 1669 2000.000000
1+1E-5.418539 1+1E-11 0.005730 10000 1702 2000.000000
1+1E-5.719570 1+1E-11 0.011465 20000 3393 4000.000000
1+1E-6.020600 1+1E-11 0.005890 10000 1691 2000.000000
1+1E-6.321630 1+1E-11 0.005926 10000 1615 2000.000000
1+1E-6.622660 1+1E-11 0.012089 20000 3443 4000.000000
1+1E-6.923690 1+1E-11 0.005809 10000 1773 2000.000000
1+1E-7.224720 1+1E-11 0.005792 10000 1795 2000.000000
1+1E-7.525750 1+1E-11 0.005797 10000 1619 2000.000000
1+1E-7.826780 1+1E-11 0.023474 40000 6645 8000.000000
1+1E-8.127810 1+1E-11 0.005881 10000 1706 2000.000000
1+1E-8.428840 1+1E-11 0.005882 10000 1653 2000.000000
1+1E-8.729870 1+1E-11 0.005815 10000 1641 2000.000000
1+1E-9.030900 1+1E-11 0.005882 10000 1788 2000.000000
1+1E-9.331930 1+1E-11 0.005870 10000 1715 2000.000000
1+1E-9.632960 1+1E-11 0.017432 30000 5017 6000.000000
1+1E-9.933990 1+1E-11 0.005683 10000 1669 2000.000000
1+1E-10.235020 1+1E-11 0.005738 10000 1659 2000.000000
1+1E-10.536050 1+1E-11 0.005737 10000 1814 2000.000000
1+1E-10.837080 1+1E-11 0.005735 10000 1776 2000.000000
0.267699
