run: 42 | L: 4 | f_final: 1+1E-10 | flatness: 80 | dim: 2D | lattice: SS
Fri Jun 18 15:12:46 2021 | f: 1+1E0.235094/1+1E-10 | sweeps: 10000 | flat time: 0.005354s
Fri Jun 18 15:12:46 2021 | f: 1+1E-0.187942/1+1E-10 | sweeps: 10000 | flat time: 0.005462s
Fri Jun 18 15:12:46 2021 | f: 1+1E-0.546643/1+1E-10 | sweeps: 10000 | flat time: 0.005759s
Fri Jun 18 15:12:46 2021 | f: 1+1E-0.875664/1+1E-10 | sweeps: 10000 | flat time: 0.005869s
Fri Jun 18 15:12:46 2021 | f: 1+1E-1.190478/1+1E-10 | sweeps: 10000 | flat time: 0.005874s
Fri Jun 18 15:12:46 2021 | f: 1+1E-1.498346/1+1E-10 | sweeps: 10000 | flat time: 0.005876s
Fri Jun 18 15:12:46 2021 | f: 1+1E-1.802783/1+1E-10 | sweeps: 10000 | flat time: 0.005841s
Fri Jun 18 15:12:46 2021 | f: 1+1E-2.105512/1+1E-10 | sweeps: 10000 | flat time: 0.005799s
Fri Jun 18 15:12:46 2021 | f: 1+1E-2.407391/1+1E-10 | sweeps: 10000 | flat time: 0.005815s
Fri Jun 18 15:12:46 2021 | f: 1+1E-2.708846/1+1E-10 | sweeps: 10000 | flat time: 0.005811s
Fri Jun 18 15:12:46 2021 | f: 1+1E-3.010088/1+1E-10 | sweeps: 10000 | flat time: 0.005771s
Fri Jun 18 15:12:46 2021 | f: 1+1E-3.311224/1+1E-10 | sweeps: 20000 | flat time: 0.011581s
Fri Jun 18 15:12:46 2021 | f: 1+1E-3.612307/1+1E-10 | sweeps: 10000 | flat time: 0.005790s
Fri Jun 18 15:12:46 2021 | f: 1+1E-3.913363/1+1E-10 | sweeps: 10000 | flat time: 0.005763s
Fri Jun 18 15:12:46 2021 | f: 1+1E-4.214407/1+1E-10 | sweeps: 10000 | flat time: 0.005784s
Fri Jun 18 15:12:46 2021 | f: 1+1E-4.515443/1+1E-10 | sweeps: 30000 | flat time: 0.018091s
Fri Jun 18 15:12:46 2021 | f: 1+1E-4.816477/1+1E-10 | sweeps: 10000 | flat time: 0.005933s
Fri Jun 18 15:12:46 2021 | f: 1+1E-5.117508/1+1E-10 | sweeps: 10000 | flat time: 0.005804s
Fri Jun 18 15:12:46 2021 | f: 1+1E-5.418539/1+1E-10 | sweeps: 10000 | flat time: 0.005796s
Fri Jun 18 15:12:46 2021 | f: 1+1E-5.719570/1+1E-10 | sweeps: 10000 | flat time: 0.005760s
Fri Jun 18 15:12:46 2021 | f: 1+1E-6.020600/1+1E-10 | sweeps: 10000 | flat time: 0.005818s
Fri Jun 18 15:12:46 2021 | f: 1+1E-6.321630/1+1E-10 | sweeps: 30000 | flat time: 0.017581s
Fri Jun 18 15:12:46 2021 | f: 1+1E-6.622660/1+1E-10 | sweeps: 10000 | flat time: 0.005842s
Fri Jun 18 15:12:46 2021 | f: 1+1E-6.923690/1+1E-10 | sweeps: 10000 | flat time: 0.005883s
Fri Jun 18 15:12:46 2021 | f: 1+1E-7.224720/1+1E-10 | sweeps: 10000 | flat time: 0.005844s
Fri Jun 18 15:12:46 2021 | f: 1+1E-7.525750/1+1E-10 | sweeps: 10000 | flat time: 0.005847s
Fri Jun 18 15:12:46 2021 | f: 1+1E-7.826780/1+1E-10 | sweeps: 10000 | flat time: 0.005879s
Fri Jun 18 15:12:46 2021 | f: 1+1E-8.127810/1+1E-10 | sweeps: 10000 | flat time: 0.005847s
Fri Jun 18 15:12:46 2021 | f: 1+1E-8.428840/1+1E-10 | sweeps: 10000 | flat time: 0.005921s
Fri Jun 18 15:12:46 2021 | f: 1+1E-8.729870/1+1E-10 | sweeps: 10000 | flat time: 0.005722s
Fri Jun 18 15:12:46 2021 | f: 1+1E-9.030900/1+1E-10 | sweeps: 10000 | flat time: 0.005731s
Fri Jun 18 15:12:46 2021 | f: 1+1E-9.331930/1+1E-10 | sweeps: 10000 | flat time: 0.005725s
Fri Jun 18 15:12:46 2021 | f: 1+1E-9.632960/1+1E-10 | sweeps: 10000 | flat time: 0.005714s
Fri Jun 18 15:12:47 2021 | f: 1+1E-9.933990/1+1E-10 | sweeps: 10000 | flat time: 0.005748s
