f f_max loop_dur mc_sweeps min_h avg_h 
1+1E0.235094 1+1E-3 0.005597 10000 1983 2000.000000
1+1E-0.187942 1+1E-3 0.005872 10000 1977 2000.000000
1+1E-0.546643 1+1E-3 0.006925 10000 1971 2000.000000
1+1E-0.875664 1+1E-3 0.006807 10000 1965 2000.000000
1+1E-1.190478 1+1E-3 0.006289 10000 1926 2000.000000
1+1E-1.498346 1+1E-3 0.006712 10000 1954 2000.000000
1+1E-1.802783 1+1E-3 0.006756 10000 1947 2000.000000
1+1E-2.105512 1+1E-3 0.006613 10000 1887 2000.000000
1+1E-2.407391 1+1E-3 0.006583 10000 1856 2000.000000
1+1E-2.708846 1+1E-3 0.012345 20000 3704 4000.000000
0.07079
