f f_max loop_dur mc_sweeps min_h avg_h 
1+1E0.235094 1+1E-5 0.005435 10000 1924 2000.000000
1+1E-0.187942 1+1E-5 0.005690 10000 1980 2000.000000
1+1E-0.546643 1+1E-5 0.005765 10000 1977 2000.000000
1+1E-0.875664 1+1E-5 0.005941 10000 1973 2000.000000
1+1E-1.190478 1+1E-5 0.006017 10000 1927 2000.000000
1+1E-1.498346 1+1E-5 0.005997 10000 1924 2000.000000
1+1E-1.802783 1+1E-5 0.006158 10000 1952 2000.000000
1+1E-2.105512 1+1E-5 0.005899 10000 1929 2000.000000
1+1E-2.407391 1+1E-5 0.011680 20000 3881 4000.000000
1+1E-2.708846 1+1E-5 0.017427 30000 5857 6000.000000
1+1E-3.010088 1+1E-5 0.011642 20000 3809 4000.000000
1+1E-3.311224 1+1E-5 0.023701 40000 7654 8000.000000
1+1E-3.612307 1+1E-5 0.071057 120000 23073 24000.000000
1+1E-3.913363 1+1E-5 0.041009 70000 13456 14000.000000
1+1E-4.214407 1+1E-5 0.046124 80000 15303 16000.000000
1+1E-4.515443 1+1E-5 0.088291 150000 28520 30000.000000
1+1E-4.816477 1+1E-5 0.060122 100000 19248 20000.000000
0.418173
