run: 14 | L: 4 | f_final: 1+1E-11 | flatness: 70 | dim: 2D | lattice: SS
Fri Jun 18 15:10:11 2021 | f: 1+1E0.235094/1+1E-11 | sweeps: 10000 | flat time: 0.005552s
Fri Jun 18 15:10:11 2021 | f: 1+1E-0.187942/1+1E-11 | sweeps: 10000 | flat time: 0.005666s
Fri Jun 18 15:10:11 2021 | f: 1+1E-0.546643/1+1E-11 | sweeps: 10000 | flat time: 0.005772s
Fri Jun 18 15:10:11 2021 | f: 1+1E-0.875664/1+1E-11 | sweeps: 10000 | flat time: 0.005886s
Fri Jun 18 15:10:11 2021 | f: 1+1E-1.190478/1+1E-11 | sweeps: 10000 | flat time: 0.005912s
Fri Jun 18 15:10:11 2021 | f: 1+1E-1.498346/1+1E-11 | sweeps: 10000 | flat time: 0.005889s
Fri Jun 18 15:10:11 2021 | f: 1+1E-1.802783/1+1E-11 | sweeps: 10000 | flat time: 0.005864s
Fri Jun 18 15:10:11 2021 | f: 1+1E-2.105512/1+1E-11 | sweeps: 10000 | flat time: 0.005840s
Fri Jun 18 15:10:11 2021 | f: 1+1E-2.407391/1+1E-11 | sweeps: 10000 | flat time: 0.005831s
Fri Jun 18 15:10:11 2021 | f: 1+1E-2.708846/1+1E-11 | sweeps: 10000 | flat time: 0.005825s
Fri Jun 18 15:10:11 2021 | f: 1+1E-3.010088/1+1E-11 | sweeps: 10000 | flat time: 0.005983s
Fri Jun 18 15:10:11 2021 | f: 1+1E-3.311224/1+1E-11 | sweeps: 10000 | flat time: 0.005782s
Fri Jun 18 15:10:11 2021 | f: 1+1E-3.612307/1+1E-11 | sweeps: 10000 | flat time: 0.005820s
Fri Jun 18 15:10:11 2021 | f: 1+1E-3.913363/1+1E-11 | sweeps: 10000 | flat time: 0.005752s
Fri Jun 18 15:10:11 2021 | f: 1+1E-4.214407/1+1E-11 | sweeps: 10000 | flat time: 0.005815s
Fri Jun 18 15:10:11 2021 | f: 1+1E-4.515443/1+1E-11 | sweeps: 10000 | flat time: 0.005740s
Fri Jun 18 15:10:11 2021 | f: 1+1E-4.816477/1+1E-11 | sweeps: 10000 | flat time: 0.005726s
Fri Jun 18 15:10:11 2021 | f: 1+1E-5.117508/1+1E-11 | sweeps: 10000 | flat time: 0.005885s
Fri Jun 18 15:10:11 2021 | f: 1+1E-5.418539/1+1E-11 | sweeps: 10000 | flat time: 0.005983s
Fri Jun 18 15:10:11 2021 | f: 1+1E-5.719570/1+1E-11 | sweeps: 10000 | flat time: 0.005924s
Fri Jun 18 15:10:11 2021 | f: 1+1E-6.020600/1+1E-11 | sweeps: 10000 | flat time: 0.006121s
Fri Jun 18 15:10:11 2021 | f: 1+1E-6.321630/1+1E-11 | sweeps: 10000 | flat time: 0.006093s
Fri Jun 18 15:10:11 2021 | f: 1+1E-6.622660/1+1E-11 | sweeps: 10000 | flat time: 0.005922s
Fri Jun 18 15:10:11 2021 | f: 1+1E-6.923690/1+1E-11 | sweeps: 10000 | flat time: 0.006067s
Fri Jun 18 15:10:11 2021 | f: 1+1E-7.224720/1+1E-11 | sweeps: 10000 | flat time: 0.006798s
Fri Jun 18 15:10:11 2021 | f: 1+1E-7.525750/1+1E-11 | sweeps: 10000 | flat time: 0.005993s
Fri Jun 18 15:10:11 2021 | f: 1+1E-7.826780/1+1E-11 | sweeps: 10000 | flat time: 0.005870s
Fri Jun 18 15:10:11 2021 | f: 1+1E-8.127810/1+1E-11 | sweeps: 10000 | flat time: 0.005944s
Fri Jun 18 15:10:11 2021 | f: 1+1E-8.428840/1+1E-11 | sweeps: 10000 | flat time: 0.005911s
Fri Jun 18 15:10:11 2021 | f: 1+1E-8.729870/1+1E-11 | sweeps: 10000 | flat time: 0.005878s
Fri Jun 18 15:10:11 2021 | f: 1+1E-9.030900/1+1E-11 | sweeps: 10000 | flat time: 0.005920s
Fri Jun 18 15:10:11 2021 | f: 1+1E-9.331930/1+1E-11 | sweeps: 10000 | flat time: 0.006054s
Fri Jun 18 15:10:11 2021 | f: 1+1E-9.632960/1+1E-11 | sweeps: 10000 | flat time: 0.005906s
Fri Jun 18 15:10:11 2021 | f: 1+1E-9.933990/1+1E-11 | sweeps: 10000 | flat time: 0.005971s
Fri Jun 18 15:10:11 2021 | f: 1+1E-10.235020/1+1E-11 | sweeps: 10000 | flat time: 0.005885s
Fri Jun 18 15:10:11 2021 | f: 1+1E-10.536050/1+1E-11 | sweeps: 10000 | flat time: 0.005836s
Fri Jun 18 15:10:11 2021 | f: 1+1E-10.837080/1+1E-11 | sweeps: 10000 | flat time: 0.005829s
