f f_max loop_dur mc_sweeps min_h avg_h 
1+1E0.235094 1+1E-4 0.005252 10000 1941 2000.000000
1+1E-0.187942 1+1E-4 0.005407 10000 1972 2000.000000
1+1E-0.546643 1+1E-4 0.005661 10000 1976 2000.000000
1+1E-0.875664 1+1E-4 0.005717 10000 1984 2000.000000
1+1E-1.190478 1+1E-4 0.005739 10000 1973 2000.000000
1+1E-1.498346 1+1E-4 0.005717 10000 1961 2000.000000
1+1E-1.802783 1+1E-4 0.005712 10000 1953 2000.000000
1+1E-2.105512 1+1E-4 0.005697 10000 1893 2000.000000
1+1E-2.407391 1+1E-4 0.011362 20000 3798 4000.000000
1+1E-2.708846 1+1E-4 0.005631 10000 1813 2000.000000
1+1E-3.010088 1+1E-4 0.011369 20000 3789 4000.000000
1+1E-3.311224 1+1E-4 0.011285 20000 3763 4000.000000
1+1E-3.612307 1+1E-4 0.011365 20000 3736 4000.000000
1+1E-3.913363 1+1E-4 0.011368 20000 3637 4000.000000
0.107361
