f f_max loop_dur mc_sweeps min_h avg_h 
1+1E0.235094 1+1E-3 0.006590 10000 1980 2000.000000
1+1E-0.187942 1+1E-3 0.006644 10000 1987 2000.000000
1+1E-0.546643 1+1E-3 0.013455 20000 3981 4000.000000
1+1E-0.875664 1+1E-3 0.013922 20000 3966 4000.000000
1+1E-1.190478 1+1E-3 0.013807 20000 3966 4000.000000
1+1E-1.498346 1+1E-3 0.020713 30000 5968 6000.000000
1+1E-1.802783 1+1E-3 0.034090 50000 9913 10000.000000
1+1E-2.105512 1+1E-3 0.027120 40000 7920 8000.000000
1+1E-2.407391 1+1E-3 0.039217 60000 11880 12000.000000
1+1E-2.708846 1+1E-3 0.052965 80000 15866 16000.000000
0.228606
