f f_max loop_dur mc_sweeps min_h avg_h 
1+1E0.235094 1+1E-3 0.006467 10000 1971 2000.000000
1+1E-0.187942 1+1E-3 0.006680 10000 1975 2000.000000
1+1E-0.546643 1+1E-3 0.007033 10000 1975 2000.000000
1+1E-0.875664 1+1E-3 0.007066 10000 1975 2000.000000
1+1E-1.190478 1+1E-3 0.007096 10000 1971 2000.000000
1+1E-1.498346 1+1E-3 0.007108 10000 1947 2000.000000
1+1E-1.802783 1+1E-3 0.007287 10000 1932 2000.000000
1+1E-2.105512 1+1E-3 0.013879 20000 3885 4000.000000
1+1E-2.407391 1+1E-3 0.013606 20000 3885 4000.000000
1+1E-2.708846 1+1E-3 0.013512 20000 3837 4000.000000
0.089873
