f f_max loop_dur mc_sweeps min_h avg_h 
1+1E0.235094 1+1E-3 0.006007 10000 1969 2000.000000
1+1E-0.187942 1+1E-3 0.006266 10000 1987 2000.000000
1+1E-0.546643 1+1E-3 0.006555 10000 1973 2000.000000
1+1E-0.875664 1+1E-3 0.006647 10000 1974 2000.000000
1+1E-1.190478 1+1E-3 0.006700 10000 1977 2000.000000
1+1E-1.498346 1+1E-3 0.006701 10000 1950 2000.000000
1+1E-1.802783 1+1E-3 0.006649 10000 1940 2000.000000
1+1E-2.105512 1+1E-3 0.013250 20000 3921 4000.000000
1+1E-2.407391 1+1E-3 0.013225 20000 3853 4000.000000
1+1E-2.708846 1+1E-3 0.013122 20000 3837 4000.000000
0.085196
