f f_max loop_dur mc_sweeps min_h avg_h 
1+1E0.235094 1+1E-3 0.006139 10000 1973 2000.000000
1+1E-0.187942 1+1E-3 0.006711 10000 1985 2000.000000
1+1E-0.546643 1+1E-3 0.006820 10000 1977 2000.000000
1+1E-0.875664 1+1E-3 0.007119 10000 1981 2000.000000
1+1E-1.190478 1+1E-3 0.007285 10000 1954 2000.000000
1+1E-1.498346 1+1E-3 0.007221 10000 1952 2000.000000
1+1E-1.802783 1+1E-3 0.006745 10000 1950 2000.000000
1+1E-2.105512 1+1E-3 0.007061 10000 1933 2000.000000
1+1E-2.407391 1+1E-3 0.014091 20000 3865 4000.000000
1+1E-2.708846 1+1E-3 0.014172 20000 3866 4000.000000
0.083435
