run: 58 | L: 4 | f_final: 1+1E-6 | flatness: 70 | dim: 2D | lattice: SS
Fri Jun 18 15:08:52 2021 | f: 1+1E0.235094/1+1E-6 | sweeps: 10000 | flat time: 0.005555s
Fri Jun 18 15:08:52 2021 | f: 1+1E-0.187942/1+1E-6 | sweeps: 10000 | flat time: 0.005617s
Fri Jun 18 15:08:52 2021 | f: 1+1E-0.546643/1+1E-6 | sweeps: 10000 | flat time: 0.005977s
Fri Jun 18 15:08:52 2021 | f: 1+1E-0.875664/1+1E-6 | sweeps: 10000 | flat time: 0.005922s
Fri Jun 18 15:08:52 2021 | f: 1+1E-1.190478/1+1E-6 | sweeps: 10000 | flat time: 0.005919s
Fri Jun 18 15:08:52 2021 | f: 1+1E-1.498346/1+1E-6 | sweeps: 10000 | flat time: 0.006017s
Fri Jun 18 15:08:52 2021 | f: 1+1E-1.802783/1+1E-6 | sweeps: 10000 | flat time: 0.005800s
Fri Jun 18 15:08:52 2021 | f: 1+1E-2.105512/1+1E-6 | sweeps: 10000 | flat time: 0.005745s
Fri Jun 18 15:08:52 2021 | f: 1+1E-2.407391/1+1E-6 | sweeps: 10000 | flat time: 0.005743s
Fri Jun 18 15:08:52 2021 | f: 1+1E-2.708846/1+1E-6 | sweeps: 10000 | flat time: 0.005788s
Fri Jun 18 15:08:52 2021 | f: 1+1E-3.010088/1+1E-6 | sweeps: 10000 | flat time: 0.005865s
Fri Jun 18 15:08:52 2021 | f: 1+1E-3.311224/1+1E-6 | sweeps: 10000 | flat time: 0.005915s
Fri Jun 18 15:08:52 2021 | f: 1+1E-3.612307/1+1E-6 | sweeps: 10000 | flat time: 0.006164s
Fri Jun 18 15:08:52 2021 | f: 1+1E-3.913363/1+1E-6 | sweeps: 10000 | flat time: 0.005926s
Fri Jun 18 15:08:52 2021 | f: 1+1E-4.214407/1+1E-6 | sweeps: 10000 | flat time: 0.005845s
Fri Jun 18 15:08:52 2021 | f: 1+1E-4.515443/1+1E-6 | sweeps: 10000 | flat time: 0.005837s
Fri Jun 18 15:08:52 2021 | f: 1+1E-4.816477/1+1E-6 | sweeps: 10000 | flat time: 0.005868s
Fri Jun 18 15:08:52 2021 | f: 1+1E-5.117508/1+1E-6 | sweeps: 10000 | flat time: 0.005924s
Fri Jun 18 15:08:52 2021 | f: 1+1E-5.418539/1+1E-6 | sweeps: 10000 | flat time: 0.005844s
Fri Jun 18 15:08:52 2021 | f: 1+1E-5.719570/1+1E-6 | sweeps: 10000 | flat time: 0.005805s
