f f_max loop_dur mc_sweeps min_h avg_h 
1+1E0.235094 1+1E-10 0.005351 10000 1950 2000.000000
1+1E-0.187942 1+1E-10 0.005514 10000 1985 2000.000000
1+1E-0.546643 1+1E-10 0.005735 10000 1978 2000.000000
1+1E-0.875664 1+1E-10 0.005836 10000 1953 2000.000000
1+1E-1.190478 1+1E-10 0.005827 10000 1969 2000.000000
1+1E-1.498346 1+1E-10 0.005818 10000 1969 2000.000000
1+1E-1.802783 1+1E-10 0.005817 10000 1821 2000.000000
1+1E-2.105512 1+1E-10 0.005826 10000 1907 2000.000000
1+1E-2.407391 1+1E-10 0.011573 20000 3769 4000.000000
1+1E-2.708846 1+1E-10 0.011473 20000 3843 4000.000000
1+1E-3.010088 1+1E-10 0.005732 10000 1813 2000.000000
1+1E-3.311224 1+1E-10 0.017250 30000 5667 6000.000000
1+1E-3.612307 1+1E-10 0.011461 20000 3730 4000.000000
1+1E-3.913363 1+1E-10 0.029056 50000 9427 10000.000000
1+1E-4.214407 1+1E-10 0.011461 20000 3683 4000.000000
1+1E-4.515443 1+1E-10 0.028742 50000 9256 10000.000000
1+1E-4.816477 1+1E-10 0.017250 30000 5404 6000.000000
1+1E-5.117508 1+1E-10 0.040183 70000 12932 14000.000000
1+1E-5.418539 1+1E-10 0.034984 60000 11011 12000.000000
1+1E-5.719570 1+1E-10 0.047129 80000 14653 16000.000000
1+1E-6.020600 1+1E-10 0.035219 60000 10976 12000.000000
1+1E-6.321630 1+1E-10 0.023066 40000 7231 8000.000000
1+1E-6.622660 1+1E-10 0.023092 40000 7409 8000.000000
1+1E-6.923690 1+1E-10 0.011489 20000 3602 4000.000000
1+1E-7.224720 1+1E-10 0.017739 30000 5489 6000.000000
1+1E-7.525750 1+1E-10 0.023643 40000 7401 8000.000000
1+1E-7.826780 1+1E-10 0.011618 20000 3609 4000.000000
1+1E-8.127810 1+1E-10 0.017353 30000 5411 6000.000000
1+1E-8.428840 1+1E-10 0.011536 20000 3655 4000.000000
1+1E-8.729870 1+1E-10 0.034583 60000 10825 12000.000000
1+1E-9.030900 1+1E-10 0.029489 50000 9022 10000.000000
1+1E-9.331930 1+1E-10 0.040629 70000 12774 14000.000000
1+1E-9.632960 1+1E-10 0.017209 30000 5485 6000.000000
1+1E-9.933990 1+1E-10 0.023048 40000 7567 8000.000000
0.632008
