f f_max loop_dur mc_sweeps min_h avg_h 
1+1E0.235094 1+1E-10 0.005339 10000 1976 2000.000000
1+1E-0.187942 1+1E-10 0.005517 10000 1983 2000.000000
1+1E-0.546643 1+1E-10 0.005743 10000 1980 2000.000000
1+1E-0.875664 1+1E-10 0.005913 10000 1982 2000.000000
1+1E-1.190478 1+1E-10 0.005867 10000 1968 2000.000000
1+1E-1.498346 1+1E-10 0.005904 10000 1932 2000.000000
1+1E-1.802783 1+1E-10 0.005835 10000 1916 2000.000000
1+1E-2.105512 1+1E-10 0.005833 10000 1898 2000.000000
1+1E-2.407391 1+1E-10 0.005809 10000 1889 2000.000000
1+1E-2.708846 1+1E-10 0.011627 20000 3758 4000.000000
1+1E-3.010088 1+1E-10 0.011598 20000 3722 4000.000000
1+1E-3.311224 1+1E-10 0.023125 40000 7329 8000.000000
1+1E-3.612307 1+1E-10 0.011584 20000 3633 4000.000000
1+1E-3.913363 1+1E-10 0.028809 50000 9109 10000.000000
1+1E-4.214407 1+1E-10 0.017396 30000 5546 6000.000000
1+1E-4.515443 1+1E-10 0.011523 20000 3632 4000.000000
1+1E-4.816477 1+1E-10 0.011528 20000 3609 4000.000000
1+1E-5.117508 1+1E-10 0.017394 30000 5437 6000.000000
1+1E-5.418539 1+1E-10 0.017307 30000 5554 6000.000000
1+1E-5.719570 1+1E-10 0.011584 20000 3652 4000.000000
1+1E-6.020600 1+1E-10 0.017333 30000 5561 6000.000000
1+1E-6.321630 1+1E-10 0.023069 40000 7357 8000.000000
1+1E-6.622660 1+1E-10 0.017417 30000 5553 6000.000000
1+1E-6.923690 1+1E-10 0.017315 30000 5531 6000.000000
1+1E-7.224720 1+1E-10 0.023104 40000 7260 8000.000000
1+1E-7.525750 1+1E-10 0.012094 20000 3605 4000.000000
1+1E-7.826780 1+1E-10 0.011603 20000 3648 4000.000000
1+1E-8.127810 1+1E-10 0.023655 40000 7505 8000.000000
1+1E-8.428840 1+1E-10 0.023097 40000 7339 8000.000000
1+1E-8.729870 1+1E-10 0.012338 20000 3608 4000.000000
1+1E-9.030900 1+1E-10 0.017642 30000 5511 6000.000000
1+1E-9.331930 1+1E-10 0.017487 30000 5580 6000.000000
1+1E-9.632960 1+1E-10 0.011708 20000 3693 4000.000000
1+1E-9.933990 1+1E-10 0.011614 20000 3673 4000.000000
0.464953
