f f_max loop_dur mc_sweeps min_h avg_h 
1+1E0.235094 1+1E-5 0.005259 10000 1953 2000.000000
1+1E-0.187942 1+1E-5 0.005595 10000 1980 2000.000000
1+1E-0.546643 1+1E-5 0.005751 10000 1950 2000.000000
1+1E-0.875664 1+1E-5 0.005820 10000 1972 2000.000000
1+1E-1.190478 1+1E-5 0.005939 10000 1970 2000.000000
1+1E-1.498346 1+1E-5 0.005856 10000 1967 2000.000000
1+1E-1.802783 1+1E-5 0.005778 10000 1888 2000.000000
1+1E-2.105512 1+1E-5 0.005732 10000 1915 2000.000000
1+1E-2.407391 1+1E-5 0.005761 10000 1887 2000.000000
1+1E-2.708846 1+1E-5 0.011609 20000 3767 4000.000000
1+1E-3.010088 1+1E-5 0.005680 10000 1809 2000.000000
1+1E-3.311224 1+1E-5 0.017121 30000 5403 6000.000000
1+1E-3.612307 1+1E-5 0.011436 20000 3704 4000.000000
1+1E-3.913363 1+1E-5 0.016996 30000 5499 6000.000000
1+1E-4.214407 1+1E-5 0.022655 40000 7459 8000.000000
1+1E-4.515443 1+1E-5 0.011338 20000 3652 4000.000000
1+1E-4.816477 1+1E-5 0.005685 10000 1801 2000.000000
0.154147
