f f_max loop_dur mc_sweeps min_h avg_h 
1+1E0.235094 1+1E-9 0.005498 10000 1958 2000.000000
1+1E-0.187942 1+1E-9 0.005634 10000 1981 2000.000000
1+1E-0.546643 1+1E-9 0.005863 10000 1975 2000.000000
1+1E-0.875664 1+1E-9 0.006066 10000 1986 2000.000000
1+1E-1.190478 1+1E-9 0.005968 10000 1926 2000.000000
1+1E-1.498346 1+1E-9 0.005955 10000 1930 2000.000000
1+1E-1.802783 1+1E-9 0.005837 10000 1935 2000.000000
1+1E-2.105512 1+1E-9 0.005731 10000 1892 2000.000000
1+1E-2.407391 1+1E-9 0.005688 10000 1883 2000.000000
1+1E-2.708846 1+1E-9 0.005696 10000 1845 2000.000000
1+1E-3.010088 1+1E-9 0.005724 10000 1779 2000.000000
1+1E-3.311224 1+1E-9 0.005682 10000 1611 2000.000000
1+1E-3.612307 1+1E-9 0.005662 10000 1756 2000.000000
1+1E-3.913363 1+1E-9 0.017075 30000 4869 6000.000000
1+1E-4.214407 1+1E-9 0.028594 50000 8304 10000.000000
1+1E-4.515443 1+1E-9 0.005704 10000 1718 2000.000000
1+1E-4.816477 1+1E-9 0.011560 20000 3317 4000.000000
1+1E-5.117508 1+1E-9 0.005813 10000 1810 2000.000000
1+1E-5.418539 1+1E-9 0.006092 10000 1764 2000.000000
1+1E-5.719570 1+1E-9 0.011665 20000 3338 4000.000000
1+1E-6.020600 1+1E-9 0.005760 10000 1739 2000.000000
1+1E-6.321630 1+1E-9 0.005776 10000 1682 2000.000000
1+1E-6.622660 1+1E-9 0.005768 10000 1673 2000.000000
1+1E-6.923690 1+1E-9 0.011688 20000 3442 4000.000000
1+1E-7.224720 1+1E-9 0.011702 20000 3581 4000.000000
1+1E-7.525750 1+1E-9 0.005865 10000 1737 2000.000000
1+1E-7.826780 1+1E-9 0.005836 10000 1657 2000.000000
1+1E-8.127810 1+1E-9 0.011661 20000 3235 4000.000000
1+1E-8.428840 1+1E-9 0.005826 10000 1743 2000.000000
1+1E-8.729870 1+1E-9 0.005884 10000 1703 2000.000000
0.237452
