f f_max loop_dur mc_sweeps min_h avg_h 
1+1E0.235094 1+1E-4 0.005581 10000 1975 2000.000000
1+1E-0.187942 1+1E-4 0.005925 10000 1983 2000.000000
1+1E-0.546643 1+1E-4 0.005952 10000 1964 2000.000000
1+1E-0.875664 1+1E-4 0.005928 10000 1979 2000.000000
1+1E-1.190478 1+1E-4 0.005973 10000 1977 2000.000000
1+1E-1.498346 1+1E-4 0.005939 10000 1917 2000.000000
1+1E-1.802783 1+1E-4 0.005963 10000 1943 2000.000000
1+1E-2.105512 1+1E-4 0.005893 10000 1931 2000.000000
1+1E-2.407391 1+1E-4 0.005920 10000 1922 2000.000000
1+1E-2.708846 1+1E-4 0.005921 10000 1733 2000.000000
1+1E-3.010088 1+1E-4 0.005998 10000 1717 2000.000000
1+1E-3.311224 1+1E-4 0.006190 10000 1784 2000.000000
1+1E-3.612307 1+1E-4 0.011723 20000 3413 4000.000000
1+1E-3.913363 1+1E-4 0.005944 10000 1690 2000.000000
0.089015
