f f_max loop_dur mc_sweeps min_h avg_h 
1+1E0.235094 1+1E-3 0.005664 10000 1975 2000.000000
1+1E-0.187942 1+1E-3 0.005712 10000 1979 2000.000000
1+1E-0.546643 1+1E-3 0.006052 10000 1972 2000.000000
1+1E-0.875664 1+1E-3 0.006021 10000 1971 2000.000000
1+1E-1.190478 1+1E-3 0.005987 10000 1947 2000.000000
1+1E-1.498346 1+1E-3 0.006128 10000 1919 2000.000000
1+1E-1.802783 1+1E-3 0.005923 10000 1953 2000.000000
1+1E-2.105512 1+1E-3 0.006052 10000 1852 2000.000000
1+1E-2.407391 1+1E-3 0.006145 10000 1906 2000.000000
1+1E-2.708846 1+1E-3 0.005974 10000 1845 2000.000000
0.059765
